"date","hour","avg_revenue","avg_duration","actual_arrivals","actual_departures","flights_F9","flights_WN","flights_AS","flights_AA","flights_DL","flights_UA","flights_B6","flights_HA","flights_7H","flights_CI","flights_SY","flights_Y4","flights_XP","flights_AC"
2024-07-24,15,24,598.59166665872,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-07-24,21,13.3333333333333,424.983333335982,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-24,22,5.71428571428571,51.9107142851466,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-24,23,5.2,39.4566666618983,7,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2024-07-25,1,240,0.708333329359691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-25,3,24,305.566666662693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-25,4,8,74.304166662693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-25,5,16,580.57083333532,0,5,0,4,0,0,0,1,0,0,0,0,0,0,0,0
2024-07-25,6,3,17.0916666587194,2,10,0,3,1,3,1,2,0,0,0,0,0,0,0,0
2024-07-25,7,24,867.129166666667,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2024-07-25,8,24,599.391666666667,3,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-25,9,6,65.4916666660044,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2024-07-25,10,5.5,76.06458333234,7,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-25,11,6.33333333333333,53.1874999966886,4,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2024-07-25,12,23.8333333333333,29.3916666660044,6,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-25,13,24,439.033333329359,1,8,1,3,0,1,1,2,0,0,0,0,0,0,0,0
2024-07-25,14,11.5,155.72291666766,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-25,15,13,188.188333333333,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-25,17,5.66666666666667,48.3749999986755,3,5,0,3,0,2,0,0,0,0,0,0,0,0,0,0
2024-07-25,18,6,31.6583333293597,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2024-07-25,19,50,67.9624999999998,6,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2024-07-25,20,6.6,58.5550000007947,4,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0
2024-07-25,21,45.2857142857143,30.2285714274361,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-25,22,6,38.3583333333333,8,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0
2024-08-07,4,22.6666666666667,1196.21111110846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-08-07,5,20,1132.92500000397,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2024-08-07,8,24,869.05,6,6,1,4,0,1,0,0,0,0,0,0,0,0,0,0
2024-08-07,9,24,1433.6,6,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0
2024-08-07,10,24,1047.77916666865,3,7,1,3,2,1,0,0,0,0,0,0,0,0,0,0
2024-08-07,11,24,1386.9166666627,3,5,1,2,1,0,1,0,0,0,0,0,0,0,0,0
2024-08-07,12,24,1031.41111111111,6,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0
2024-08-07,13,24,1253.99999999206,2,6,1,2,0,0,1,2,0,0,0,0,0,0,0,0
2024-08-07,14,24,1344.30833332936,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07,15,24,567.508333337307,7,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0
2024-08-07,16,23.3333333333333,910.800000000662,2,6,1,4,0,1,0,0,0,0,0,0,0,0,0,0
2024-08-07,17,24,644.512500003974,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07,18,24,902.463888890213,5,6,1,3,0,0,0,2,0,0,0,0,0,0,0,0
2024-08-07,19,24,247.375000007948,7,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2024-08-07,20,12,261.341666668256,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2024-08-07,21,12,262.745833333996,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07,22,8.73846153846154,135.433846153602,7,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2024-08-07,23,21.8636363636364,72.8458333326109,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024-08-08,0,9,144.566666665673,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2024-08-08,1,24,240.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-08-08,2,14.6666666666667,267.350000001324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-08-08,3,8.27272727272727,179.582575759021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-08-08,4,17.2222222222222,587.870370370812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-08-08,5,17.6923076923077,539.974358972984,0,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0
2024-08-08,6,13.0967741935484,341.282795699181,2,10,1,3,1,2,1,2,0,0,0,0,0,0,0,0
2024-08-08,7,10.1538461538462,113.540384616302,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-08-08,8,6.54545454545455,86.4818181789283,3,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-08,9,9.52112676056338,85.5636150234742,6,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2024-08-08,10,6.03846153846154,47.3663461541518,3,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0
2024-08-08,11,6.47272727272727,78.9569696978367,5,5,1,2,0,1,1,0,0,0,0,0,0,0,0,0
2024-08-08,12,17.875,59.2132812495033,5,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0
2024-08-08,13,17.0714285714286,112.600000001987,3,6,0,2,0,1,1,2,0,0,0,0,0,0,0,0
2024-08-08,14,10.7857142857143,84.8726190459161,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2024-08-08,15,6.70967741935484,45.9801075271381,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-08,16,6.35294117647059,63.4901960791326,2,5,0,3,1,1,0,0,0,0,0,0,0,0,0,0
2024-08-08,17,8.90322580645161,96.72096774091,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-08,18,5.78260869565217,47.3155797096266,5,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0
2024-08-08,19,7.35294117647059,66.8833333335671,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2024-08-08,20,13.2432432432432,39.8590090085794,5,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0
2024-08-08,21,9.14285714285714,41.0390873014927,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-08,22,4,21.8916666657317,7,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2024-09-20,20,24,282.9,1,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0
2024-09-20,21,22,531.3,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-21,0,24,386.066666658719,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-09-21,4,18.75,294.974999998013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-09-21,6,17,212.55,1,10,1,3,1,2,1,2,0,0,0,0,0,0,0,0
2024-09-21,8,24,456.033333341281,4,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0
2024-09-21,9,24,293.65,3,5,1,3,0,1,0,0,0,0,0,0,0,0,0,0
2024-09-21,10,6.5,127.658333333333,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2024-09-21,11,22,296.666666662693,6,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0
2024-09-21,13,24,515.166666666667,3,5,0,2,0,1,1,1,0,0,0,0,0,0,0,0
2024-09-21,14,22,362.608333329359,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2024-09-21,15,24,307.166666666667,4,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0
2024-09-21,16,24,380.233333333333,2,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2024-09-21,17,20,289.199999992053,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-21,18,8,79.9166666666667,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-21,19,8,117.750000007947,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-09-21,20,20,23.2166666666667,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-16,3,24,1176.64166665872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-11-16,4,24,1116.98333333731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-11-16,5,24,1369.48333332539,0,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0
2024-11-16,9,24,1379.42500000795,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-16,12,24,698.274999996027,4,6,1,2,0,2,1,0,0,0,0,0,0,0,0,0
2024-11-16,13,24,1217.15000000199,2,5,0,1,1,0,1,2,0,0,0,0,0,0,0,0
2024-11-16,14,21.3333333333333,1127.01944444709,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-16,15,22.6666666666667,962.06111111111,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2024-11-16,16,20,891.200000003974,0,5,1,3,0,1,0,0,0,0,0,0,0,0,0,0
2024-11-16,17,24,316.900000007947,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-16,18,24,397.7,5,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2024-11-16,20,24,725.816666666667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-16,21,9.77777777777778,148.824074074957,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-16,22,6.8,68.6499999984106,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-11-16,23,8,102.94027777844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-17,0,5.25,44.5854166656733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-17,1,8,106.724999996026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-11-17,3,15.8461538461538,377.689743588521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-11-17,4,16.4857142857143,465.474047619161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-11-17,5,12.9777777777778,251.119259259259,0,6,1,3,0,0,1,1,0,0,0,0,0,0,0,0
2024-11-17,6,6.66666666666667,86.9250000026491,1,11,1,4,1,2,1,2,0,0,0,0,0,0,0,0
2024-11-17,7,15.9166666666667,396.724305557874,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2024-11-17,8,8.48780487804878,126.878861788618,5,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-17,9,7.47368421052632,94.0798245639132,7,4,0,2,1,0,0,0,0,0,0,0,0,0,1,0
2024-11-17,10,12.4,134.919629629453,5,7,2,2,0,2,0,1,0,0,0,0,0,0,0,0
2024-11-17,11,11.6,116.996666668574,6,6,0,3,1,0,2,0,0,0,0,0,0,0,0,0
2024-11-17,12,14.4615384615385,144.200641026252,5,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0
2024-11-17,13,6.60869565217391,92.013043479643,5,8,0,5,0,0,1,2,0,0,0,0,0,0,0,0
2024-11-17,14,5.39130434782609,56.2999999986178,2,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0
2024-11-17,15,13.3571428571429,75.5267857142858,4,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2024-11-17,16,5.08333333333333,48.7749999996689,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2024-11-17,17,4.875,39.8140625004967,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-17,18,11.2222222222222,43.5986111100073,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-17,19,5.5,40.3826388883922,5,5,0,3,1,1,0,0,0,0,0,0,0,0,0,0
2024-11-17,20,5.69230769230769,42.4951923076923,4,5,0,3,1,0,0,1,0,0,0,0,0,0,0,0
2024-11-17,21,6.27272727272727,42.5450757559502,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-17,22,27.5,21.6100000003974,5,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0
2025-01-04,3,24,1247.1416666627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-04,4,24,1305.45833332936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-04,9,24,1054.84166666269,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-04,11,24,1223.16666667064,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-04,16,24,962.391666672628,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-04,17,22.6666666666667,1096.74444444047,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-04,18,24,793.862499996026,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-04,21,14.6666666666667,310,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-04,22,8.8,112.153333333333,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-01-04,23,13.2857142857143,220.222023808956,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-01-05,0,27.4761904761905,9.45634920559232,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-01-05,1,95.4285714285714,175.965476190476,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-05,2,41.5,138.127777779102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-05,3,8.62745098039216,86.1754901968576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-05,4,9.46153846153846,105.300854700651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-05,5,7.8252427184466,38.4907767008038,0,5,0,3,0,0,1,1,0,0,0,0,0,0,0,0
2025-01-05,6,11.5094339622642,109.913522012729,0,8,0,4,1,2,0,1,0,0,0,0,0,0,0,0
2025-01-05,7,9.16216216216216,67.0018018012648,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2025-01-05,8,13.671875,91.4726562501242,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-05,9,10.144,54.7332000008901,3,5,1,3,0,0,0,0,0,0,0,0,0,0,1,0
2025-01-05,10,10.247191011236,37.9736891390679,3,4,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2025-01-05,11,18.48,57.4660000001362,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-05,12,22.4455958549223,49.9861830735248,6,6,1,1,0,2,1,1,0,0,0,0,0,0,0,0
2025-01-05,13,25.5797101449275,24.4014492758806,4,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0
2025-01-05,14,18.4423076923077,34.21554487126,1,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0
2025-01-05,15,28.6333333333333,32.8818055547608,4,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0
2025-01-05,16,19.5263157894737,28.6915204692305,3,5,2,1,0,1,0,1,0,0,0,0,0,0,0,0
2025-01-05,17,23.8,19.1433333331499,6,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-05,18,21.9264705882353,27.4073529413518,2,5,0,3,1,0,0,1,0,0,0,0,0,0,0,0
2025-01-05,19,16.0322580645161,36.6463709674856,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-01-05,20,19.3846153846154,30.7244658129338,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-05,21,26.4949494949495,13.6416666669878,6,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2025-01-05,22,43.1392405063291,14.0445147683349,7,5,0,2,1,1,1,0,0,0,0,0,0,0,0,0
2025-01-05,23,37.7446808510638,4.35283688010899,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-08,11,24,1340.76666667461,5,6,0,0,2,2,0,1,0,1,0,0,0,0,0,0
2025-01-08,14,24,587.408333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-08,16,20,1403.77500000397,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-08,17,24,380.299999996026,4,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2025-01-08,18,24,401.783333333333,7,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-08,20,24,927.866666674614,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-01-08,21,24,1130.83666666269,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-08,22,15.2,68.2047222227521,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-08,23,44.1621621621622,29.7457957970129,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-09,0,64,2.24444444179535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-09,1,40.8,18.9258333301544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-09,2,14.6666666666667,335.569444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-09,3,12.3428571428571,189.691428571656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-09,4,13.6981132075472,347.826257862385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-09,5,12.2325581395349,227.306124030675,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2025-01-09,6,16.75,405.543750000083,1,8,0,3,1,1,1,2,0,0,0,0,0,0,0,0
2025-01-09,7,15.575,189.943541666865,1,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0
2025-01-09,8,13.7113402061856,115.737800687859,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-09,9,14.3065693430657,47.4698296844524,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-09,10,19.5813953488372,73.1867248062478,8,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0
2025-01-09,11,18,46.0011711718585,5,6,1,3,2,0,0,0,0,0,0,0,0,0,0,0
2025-01-09,12,23.6710526315789,16.939035088033,2,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0
2025-01-09,13,31.9722222222222,56.8667824076282,3,5,0,2,0,1,2,0,0,0,0,0,0,0,0,0
2025-01-09,14,16.359375,41.9233072914183,1,5,1,2,0,1,0,1,0,0,0,0,0,0,0,0
2025-01-09,15,48.9253731343284,22.3160447768904,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-09,16,32.8387096774194,54.4282258061312,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-09,17,21.2038461538462,51.0909722214071,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-09,18,27.1576576576577,22.1846471472903,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2025-01-09,19,15.2670454545455,36.9728219700131,0,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0
2025-01-09,20,7.60927152317881,42.5592715225472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-09,21,8.64,28.6251111105283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-09,22,39.875,5.43729166646798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-11,4,24,1125.6625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-11,5,23.1428571428571,1191.9761904796,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2025-01-11,11,24,1342.00000000795,2,7,0,3,1,1,0,1,0,1,0,0,0,0,0,0
2025-01-11,13,24,1220.25833333333,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2025-01-11,14,23.6571428571429,1165.35952381179,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-01-11,15,24,496.65,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-11,16,24,526.608333337307,3,5,0,1,1,2,1,0,0,0,0,0,0,0,0,0
2025-01-11,17,24,1231.89166667461,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2025-01-11,18,24,1350.31666667461,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-11,20,24,773.725000007947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-11,21,10,164.233333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-11,22,6.72727272727273,52.422727273811,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-11,23,57.7307692307692,33.9275641030226,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-12,0,26,1.1333333325386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-12,1,10,189.874999992052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-12,2,19,319.597222216924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-12,3,10.6666666666667,156.679292932424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-12,4,9.775,159.003333332737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-12,5,9.26190476190476,102.116468252833,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0
2025-01-12,6,11.3725490196078,156.135620914565,1,10,1,3,1,2,1,2,0,0,0,0,0,0,0,0
2025-01-12,7,9.89285714285714,19.3863095242353,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2025-01-12,8,20.5116279069767,31.1701550387597,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-12,9,31.7230769230769,30.4164102566548,5,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2025-01-12,10,26.3252032520325,28.8508130082593,4,6,0,3,0,2,0,1,0,0,0,0,0,0,0,0
2025-01-12,11,25.9130434782609,71.5408212573056,2,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0
2025-01-12,12,39.8372093023256,18.1781007758407,6,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2025-01-12,13,22.8387096774194,34.4403225806452,2,6,1,3,0,0,1,1,0,0,0,0,0,0,0,0
2025-01-12,14,33.2063492063492,49.6277777767686,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-01-12,15,28.9113924050633,26.9223628697013,5,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-01-12,16,55.3409090909091,14.6912878777945,1,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0
2025-01-12,17,13.7272727272727,43.5121212128437,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-12,18,15.0909090909091,41.2781818186153,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2025-01-12,19,39.8,50.1884848478347,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2025-01-12,20,28.4274809160305,40.6323155221138,5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-12,21,31.1506849315068,56.6344748878044,5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-12,22,45.0802919708029,13.8508515813345,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-12,23,40.9666666666667,23.0969444425901,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-13,0,65.3333333333333,1.29351851763549,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-01-13,1,15,364.745833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-13,2,8,74.2166666706403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-13,3,10.4285714285714,276.945238095806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-13,4,12.7936507936508,312.780423281432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-13,5,17.0588235294118,429.566911764005,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2025-01-13,6,16.078431372549,385.016666666511,0,8,0,3,0,2,1,2,0,0,0,0,0,0,0,0
2025-01-13,7,13.8709677419355,203.031182796981,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
2025-01-13,8,18.5161290322581,296.797311828213,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-13,9,24.8358208955224,114.488805970386,5,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0
2025-01-13,10,13.8969072164948,66.0766323019139,5,6,1,2,0,2,0,1,0,0,0,0,0,0,0,0
2025-01-13,11,20.5098039215686,34.3049019595377,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2025-01-13,12,18.6760563380282,47.2093896716973,6,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-13,13,28.9818181818182,35.3106060604616,3,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0
2025-01-13,14,21.5384615384615,59.5756410260486,1,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0
2025-01-13,15,20.2307692307692,73.0887820532689,4,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0
2025-01-13,16,18.5957446808511,45.879078015199,3,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0
2025-01-13,17,35.5789473684211,26.8866228072267,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-13,18,24.875,36.8675595235257,4,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-13,19,35,12.5456944448418,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025-01-13,20,27.3793103448276,18.2350574703737,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-13,21,28.9259259259259,17.4549382711634,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2025-01-13,22,24.2083333333333,6.91041666749451,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-18,4,24,1201.43333333731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
